gender,text
1,"My friend was being a really bad person and body shaming someone and saying that she had everything. If you body shame,think about your life"
0,Listen here: Conquer your issues w/ weight and self-esteem. nutritionexpert BestTalkRadio
0,I miss you to mom!! Come back and see me!!:)
0,About to turn the sound off on my phone and walk away.
0,So the site says an agreement between reps and VC has been reached to commence academic programme on (1/2)
1,.......money2020 is trending. I just thought of you. Love and miss you. Enjoy the conference! Go Fed.
0,Today has been productive because I went to the gym amongst other things. Time to celebrate with wine and chocolate.
0,We Made A Bond From The Very Beginning I Found My Homie And My Bestfriend Ima Be There For You Till The Very End No Matter What
0,I Just Voted for for ArtistOfTheYear Go Here and Vote for your favorite! 10 AMAs JustinBieber
0,"just listened to adeles song and felt nothing, heartless???"
0,Lord please allow me to forget about the information I just recieved and give me the strength to play my heart out in this game  
1,w8 till next year u get to wear them on ur face for 3 hours straight and u fail if u take them off
0,Body art and chill
1,GuyKawasaki : The Art of the Start 2.0 - Pitch at SAP 10/27 RSVP
0,So disappointed in and how they handled a situation today. Looking for a new pediatrician now...
0,answered . Im literally crying my heart and eyes out . She's amazing 
0,Shomar's the most loveable and funny guy in world. bestselling Author ASMSG PRN SFR romance Fae
1,Saturday might be a shit day. Man City away and its fucking Halloween
0,SAFE Love scenes :) They showed SnK on the roof and Stephen did not mind. LOL
1,I'm playing new daily fantasy leagues at - come and join me!
1,Nothing stops you from where you want to be! Who is the YOU in One year???? Own it and Earn it!
1,Someone unplugged the Ethernet cable and
0,"Went through an obsessive phase and let it go at some point cause her music like, romanticizes lotsa bad stuff"
1,in my arms and kiss you I want to go travel to places you want us to visit even if it's just a weekend get away .
0,My mum asked me what I've been up to today and I said 'watched nearly 2 seasons of skins' and she fukin sighed
0,"Transform yourself, your health and your life with Dr. Selhub. Live now:"
1,"Styles thank you for being so genuine and an incredible human. You're so selfless and humble, would you mind following me?  108,647"
0,6 months later and .....
1,MAX21 one time I found a spider and I 360 YY no scope ladder stall vacuumed it up
0,right! It's annoying and pointless
1,How To Make Money Online And Quit Your Job --&gt;&gt; makemoneyonline
1,Israel 1999 Abraham and the Stars 10NS 1/2 oz Gold NGC PF68 ULTRA CAMEO
0,Id like to point out these pics are all freshman and sophomore year
1,wrote in about this before netflix app keeps launching itself unprompted while watching YouTube and using other apps and games
1,My best friend and I met in 2011... I'd never done the whole bestie thing.Truth is I've never really cared much for such  I'm Cruella Devil
0,"""wifi will be down from 7-9pm monday and tuesday"" thanks uni"
0,Truth Dan and Bob
1,Go Victoria eat him up and blow him out in bubbles !
0,Hi Lee my sisters bday is coming up and it would be great if you could tweet me a little message with her name(Amy Snoeren) in it 
1,My parents are not paying tuition for me to sit here and do nothing and listen to you dictate how you are gonna fuvk up our lives
0,"I guess honesty, truth, and making up for what I did wrong makes me a bad person. "
0,How close me and are to quitting work everyday
1,truly great Quote! :D i like your quotes and sayings.
0,On my way to SallyBeautySupply to pick up black hair dye! Please head over and help me pick out the
1,Captain Beefheart Rollin' And Tumblin' (live 1968) 
0,AgJobsAtoZ is back with E is for Economist! Thanks to TJ at for sharing his perspective and advice!
0,I live in America but he looked so well fed &amp; his wife looked like she just got out of the gluta and hair salon!
1,Paul Ryan Hires Lobbyist Who Pushed for Obamacare and the Trans-Pacific Partnership as His Chief of Staff
1,i dare say 2nd fastest and a distant 2nd at that ;)
0,These 3 are good for my soul! So beautiful on the inside and out!  leafingjonesbehind
0,"Do you want to be there next time and be part of this amazing experience? If so, message me."
1,iPhone 6s Plus vs Galaxy Note 5 [Specs And Features Comparison]
1,I almost just died right now because fucking people in Orange County and LA don't know how to drive
0,nurein showed this to me @ lunch and i thought i died please get this costume jaidis
0,live your dream and never wake up 
1,"i'm still sick and i went to school today just because i didn't want to miss chemistry, biology and maths lessons and i'm even more sick now"
0,"me right after every lesson: ""I am going to practice so much this week and be super prepared for next time!  "" me the next day: lol"
0,leigh i'm so exited and proud of you omg i love you so much 
0,The closest they're coming is in Berkeley and San Diego. Aka I need to take a road trip in June 2016
1,and yes Bernie Sanders will definitely win that's why this political revolution is a beautiful thing
1,Cuz we lost it all Nothing lasts forever I'm sorry I can't be perfect Now it's just too late and We can't go back I'm sorry        
0,Gonna buy myself a puppy and blame it on Taylor so my parents don't make me return it 
0,oh wow someone's a hero and a smart ass. bringit
0,"Of the Saviour,and only of the Saviour, is it true in the fullest, broadest,and most unqualified sense, He went about doing good. Spurgeon"
1,"You are all three. Plus disgusting, stupid and laughable. Now, please, fuck off and die."
1,Rongun Dagift - Heart Breaker - Download and Stream | Audiomack
0,I have 7 photos with halsey now and every single one is different and unique and I'm so grateful to have met her so many times
0,Today I learned that functional play is the most basic form of play and constructive play is the most complex. EDU121tweets
1,Bevis What is your point?..look man this is not the tennis page for one all they do is update the year schedule and everything
1,EmmaGraney dear Mike and Murray et al. I have added an * at the end to clarify &amp; to ackn your work!
0,The Great Composers: Reviews and Bombardments by George Bernard Shaw
0,"Crazy Monday at work, found out my manager is moving to a different department and my team is being split up. "
1,And the build up to black ops 3 begins
0,when I had that fight them nigga threw my ass off that girl and pulled the tazer out
0,"Bcos Uche no go talk bah"": ask amara "" ingrid: Sey. Uche. and Amara. dey date?"""""
1,I meant the whole game is gonna be legendary the multiplayer and the campaign
0,I have this weird thing with notebooks and writing haha I changed my notebooks 3 times already
0,Got me on an Adele kick and I haven't stopped sobbing in like an hour.
1,Who can come up to Springs and get Marisa pj and myself I'll fill up tank
0,I'm being you for Halloween I've decided! and wearing your mosh walks! what kind of outfit should I get??
0,I finally updated my phone and I'm so in love with the new emojis &amp; how it is now 
0,THERE IS ZERO DIFFERENCE between GOPe and Hillary now
1,"Iowa, a state that's 92.1% white, and only 3.4% African American. (per the Census Bureau)"
0,and y'all just may do it. Newton is on fire.
0,Pink and Green Ball girl female pretty fantasy green pink eu
1,me and are super cute so i think u lose 
1,"Coheed and Cambria - You Got Spirit, Kid (Cardinal Sessions)"
1,"George and that is fair... They misevaluated Weeden, hoped that Romo wouldn't miss extended time...he did they and got burned"
0,and she's perfect
1,i only know that i need you and you fill that need
1,Life's tragedy is that we get old too soon and wise too late. - Benjamin Franklin quote
0,breaking news im a piece of shit deserving of all the pain and suffering in the world should just die make the world a better place
0,And be thinking that shit funny
1,UpNext it's okay folk I know I had you on skates and you know we don't need to   
0,Keep calm and DAVID WATCH OUT!!
0,Bride and Prejudice (2004) dir. Gurinder Chadha
1,The truth is: The philosophy of conserving your SexualEnergy through celibacy is faulty reasoning.
0,One States Struggle to Make Ends Meet: Why Illinois Is Without a Budget
0,"lol, and they say that our generation is to blame for that! you'renothelpingeither"
0,I'm tired of work and school and I just hate everything
0,Girl Found Frozen For 500 Years Looks Well Preserved And Alive
